,Artist,Track,Spotify_ID,danceability,energy,acousticness,instrumentalness,liveness,valence,tempo,key,loudness,mode,duration_ms,time_signature
1384,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,I Am Who They Say I Am,4O1uCappFiU3bisYUdUBWy,0.722,0.88,0.21,0,0.324,0.79,92.024,4,-3.989,0,200170,4
1385,Ozuna,Unica,33b2wX9d0kxqxhi7lcsC1A,0.653,0.859,0.212,0,0.111,0.706,174.038,0,-3.048,1,218387,4
1386,Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,0.194,0.00986,0.248,0.261,146.034,4,-5.266,1,183907,4
1387,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),17jeLyQcEUmKv3MXeEo79k,0.874,0.727,0.09,5.83e-06,0.0759,0.427,98.97,8,-7.689,1,214160,4
1388,Chris Janson,Drunk Girl,1kFBLqkTuNKlspkJ1EOGjN,0.485,0.306,0.794,0,0.122,0.224,203.729,0,-8.431,1,207267,4
1389,Charlie Puth,The Way I Am,6qNALlmZa1ESnCxJmXE1K9,0.755,0.769,0.314,2.38e-06,0.0628,0.642,114.966,10,-5.658,0,186080,4
1390,Zedd & Elley Duhe,Happy Now,4keoy2fqgwGnbWlm3ZVZFa,0.503,0.741,0.579,1.49e-06,0.0712,0.458,88.335,4,-5.128,1,207030,3
1391,Eminem Featuring Joyner Lucas,Lucky You,60SdxE8apGAxMiRrpbmLY0,0.876,0.786,0.0627,0,0.127,0.575,153.068,10,-4.884,0,244679,4
1392,Eminem,The Ringer,2jt2WxXMCD4zjACthkJQVE,0.939,0.551,0.0311,0,0.192,0.42,118.552,1,-9.126,1,337941,4
1393,Eminem,Fall,58QhkbaAkLFnn7JwAnAato,0.83,0.546,0.227,0,0.112,0.535,182.973,1,-5.716,1,262494,4
1394,Eminem,Kamikaze,2gsNpSn7VvvJuSrIDfRoYy,0.78,0.808,0.112,0,0.329,0.642,79.982,2,-5.175,1,216029,4
1395,Eminem,Greatest,2XTquzYQAdT1Hk78bOUwsv,0.809,0.737,0.0441,0,0.341,0.367,80.025,1,-5.186,1,226938,4
1396,Eminem Featuring Royce Da 5'9,Not Alike,28FGV3ORH14MYORd7s5dlU,0.904,0.756,0.0692,0,0.339,0.342,140.005,10,-3.746,1,288087,4
1397,6ix9ine Featuring Anuel AA,BEBE,6mKs2kkBgvf090H566n1pd,0.635,0.902,0.172,0,0.125,0.286,102.063,0,-3.559,1,217822,4
1398,Eminem,Normal,0evt4UZbdhnHtcAnxkm6A1,0.907,0.64,0.261,0,0.0785,0.803,120.995,6,-6.542,1,222477,4
1399,Eminem,Stepping Stone,60Z57Wdrn0pEVpHI7d7GAX,0.616,0.684,0.0305,0,0.376,0.312,179.503,7,-6.032,1,309638,4
1400,Eminem,Venom,2SL6oP2YAEQbqsrkOzRGO4,0.749,0.794,0.0193,0,0.543,0.46,135.959,0,-5.063,1,269554,4
1401,Childish Gambino,Feels Like Summer,7p4vHnYXkxlzvfePJVpcTr,0.55,0.596,0.162,0.00481,0.0805,0.253,165.736,7,-8.214,1,297404,4
1402,Eminem & Jessie Reyez,Nice Guy,09FfQO3PqHO4HIJL511Ksi,0.65,0.639,0.0942,0,0.135,0.563,139.226,8,-5.962,1,150802,4
1403,Eminem Featuring Jessie Reyez,Good Guy,4g32MdRoqwGKQd3NXIRhpU,0.696,0.634,0.244,0,0.437,0.728,89.973,9,-6.918,0,142192,4
1404,"Labrinth, Sia & Diplo Present... LSD",Thunderclouds,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1405,Chris Young,Hangin' On,6CyJlVAEFlNdpggOLanytL,0.434,0.831,0.0651,0,0.119,0.596,156.034,8,-4.774,1,185440,4
1406,Kanye West & Lil Pump,I Love It,4S8d14HvHb70ImctNgVzQQ,0.901,0.522,0.0114,0,0.259,0.329,104.053,2,-8.304,1,127947,4
1407,Machine Gun Kelly,Rap Devil,63TyoT9Ee03rQxv8xmdJ2l,0.895,0.839,0.217,3e-06,0.239,0.756,149.951,0,-4.512,1,286117,4
1408,Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,0.52,0.538,0.367,0.00187,0.119,0.177,141.894,1,-8.109,1,345133,4
1409,Mac Miller,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,0.69,0.462,0.343,0.00218,0.113,0.325,157.655,8,-8.054,1,245640,4
1410,Mac Miller,Come Back To Earth,01z2fBGB8Hl3Jd3zXe4IXR,0.272,0.238,0.89,0.00925,0.275,0.119,83.507,2,-12.148,0,161840,4
1411,Ozuna x Manuel Turizo,Vaina Loca,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,0.315,0,0.203,0.555,93.982,6,-4.249,1,176133,4
1412,Dan + Shay,Speechless,3GJ4hzg4lrGwU51Y3VARbF,0.616,0.438,0.356,0,0.24,0.386,135.929,1,-5.968,1,213387,4
1413,Silk City x Dua Lipa,Electricity,5N4erncE7kuUccm7zEmwzk,0.588,0.67,0.0104,3.33e-06,0.338,0.505,118.159,0,-6.439,1,238173,4
1414,Eminem,Killshot,1jo3TwNGCXfNdB5uba3ZVv,0.893,0.651,0.0995,0,0.371,0.6,105.835,0,-8.647,0,253580,4
1415,Lil Baby & Gunna,Drip Too Hard,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,0.0852,0,0.534,0.389,112.511,1,-6.903,0,145543,4
1416,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,0.00381,0,0.359,0.367,143.01,4,-5.144,0,204665,4
1417,Lil Uzi Vert,New Patek,0Fpen1PTuEnCmOJtUU9Iud,0.85,0.785,0.0367,0,0.155,0.718,145.063,8,-4.963,0,343099,4
1418,Khalid,Better,6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0.0765,0.334,0.104,0.112,97.949,0,-10.278,0,229320,4
1419,Lil Peep & XXXTENTACION,Falling Down,4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,0.0175,0.00294,0.146,0.273,120.013,4,-6.442,0,196400,4
1420,6LACK Featuring J. Cole,Pretty Little Fears,4at3d5QWnlibMVN75ECDrp,0.61,0.458,0.696,0.000103,0.0852,0.246,192.099,9,-11.336,1,240342,4
1421,Flipp Dinero,Leave Me Alone,6V7g6qM8wheMivMWrzbPTM,0.792,0.743,0.107,0,0.183,0.742,150.024,7,-2.806,1,195637,4
1422,Jimmie Allen,Best Shot,3VamXAvVMczcS2PTYtPfBQ,0.629,0.464,0.75,0,0.0853,0.523,156.051,4,-8.72,1,195053,4
1423,Lil Mosey,Noticed,7zLYKWcXnYeHHWidalz7rj,0.699,0.558,0.462,0,0.116,0.493,79.992,11,-7.622,1,165000,4
1424,French Montana Featuring Drake,No Stylist,04MLEeAMuV9IlHEsD8vF6A,0.765,0.704,0.0215,0,0.227,0.498,147.055,5,-4.589,0,192172,4
1425,Avril Lavigne,Head Above Water,7gY3cyGcB2wnk2xDXiA0pe,0.578,0.694,0.0112,0,0.102,0.268,129.921,5,-5.351,1,220850,4
1426,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,0.0558,0,0.0912,0.449,105.049,1,-7.906,1,197947,4
1427,Pardison Fontaine Featuring Cardi B,Backin' It Up,0PpfPNtQOOvbMNVJijTQj0,0.796,0.68,0.0886,0,0.268,0.565,164.932,10,-4.853,0,190466,4
1428,Maren Morris,Rich,4H0vNUFcHPz5lytcLjwqkr,0.565,0.855,0.0445,0,0.32,0.852,74.98,5,-4.189,1,208893,4
1429,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,0dbTQYW3Ad1FTzIA9t90E8,0.856,0.694,0.371,0,0.109,0.489,122.08,2,-4.393,1,324189,4
1430,Lil Wayne Featuring XXXTENTACION,Don't Cry,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1431,Lil Wayne,Uproar,3wScL5W8H40zzCKN0atfBk,0.743,0.87,0.0595,0,0.299,0.884,99.079,1,-2.188,1,194184,4
1432,Lil Wayne Featuring Travis Scott,Let It Fly,0CBQ0m3mufWH75LTYB3s6h,0.902,0.819,0.041,0,0.106,0.745,89.0,1,-3.321,1,186872,4
1433,Lil Wayne,Dedicate,0Y7di9ZCmB6Elad5WISaPc,0.879,0.662,0.033,0,0.716,0.724,117.975,2,-6.162,1,189909,4
1434,Lil Wayne,Can't Be Broken,5cGpjfgAvidLy6znwkCxkP,0.58,0.577,0.125,0,0.086,0.153,99.283,2,-5.997,0,193243,5
1435,Lil Wayne Featuring Sosamann,What About Me,3JX0dOCIAiaR8MP3ryXWuM,0.785,0.44,0.0263,2.03e-06,0.122,0.22,118.089,10,-6.566,1,216961,4
1436,Lil Wayne Featuring Nicki Minaj,Dark Side Of The Moon,5IvdLxVB8gwwcgnEkXSSW2,0.603,0.457,0.526,0,0.0905,0.455,73.724,11,-5.384,1,242972,4
1437,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,0.157,4.82e-06,0.0642,0.617,95.881,8,-4.167,0,212500,4
1438,Lady Gaga & Bradley Cooper,Shallow,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,0.371,0,0.231,0.323,95.799,7,-6.362,1,215733,4
1439,Lil Wayne Featuring Reginae Carter,Famous,05r1GGg1Rhs0RcUg27C82a,0.623,0.568,0.0302,0,0.25,0.115,149.852,9,-5.664,1,242050,4
1440,Lil Wayne Featuring Snoop Dogg,Dope N****z,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1441,Lil Wayne,Open Letter,2DnH4XlEkghUdE8ymdVom5,0.765,0.55,0.0283,0,0.139,0.361,97.004,9,-6.299,0,269287,4
1442,Kodak Black,"If I'm Lyin, I'm Flyin",7HdNB8nvJOBwHa8hIkzvxp,0.715,0.617,0.0996,3.41e-06,0.186,0.283,176.117,11,-5.558,0,130929,4
1443,Lil Wayne,Problems,0ubdf6zWT1It2saK41SkO0,0.803,0.571,0.0169,0,0.252,0.101,140.002,2,-6.937,1,208504,4
1444,Lil Wayne,Hittas,5s6pKnF3ZPtuqvEx1i1V7U,0.789,0.765,0.274,0,0.216,0.679,144.049,2,-3.93,1,223617,4
1445,Lil Wayne,Open Safe,7EgI0dCaQuHFe3OTj5EpWI,0.929,0.598,0.00705,0,0.0549,0.501,96.012,1,-5.373,1,223939,4
1446,Lil Wayne,Took His Time,1Dk3CfJEtqvj7Xg2AWwfEn,0.753,0.703,0.144,0,0.325,0.641,149.991,5,-3.417,0,262400,4
1447,Lil Wayne,Mess,6y4pOReFqH2wzo4CV91cZC,0.641,0.579,0.479,9.58e-05,0.214,0.421,145.995,9,-8.276,1,212428,4
1448,Lil Wayne,Let It All Work Out,3BUWNzPWz2mDbptZmGEXpB,0.551,0.562,0.0218,0,0.302,0.438,135.679,8,-6.862,0,316192,4
1449,Lil Wayne Featuring Ashanti & Mack Maine,Start This S**t Off Right,6wqWfSOZvTK18SAczoYm1L,0.865,0.568,0.0206,0,0.186,0.882,90.986,0,-5.112,1,280309,4
1450,Lil Wayne,Used 2,68lOQPb5tX8U2cQRuas0L2,0.677,0.665,0.337,0,0.115,0.522,87.637,5,-6.949,1,240199,4
1451,Lil Wayne,Demon,1kaxyXcAi5ZHF3Q94QXsHK,0.754,0.615,0.275,0,0.13,0.349,140.036,4,-5.346,0,214314,4
1452,Lil Wayne,Perfect Strangers,4E3qImtJzRqLt8ZZyLceOE,0.746,0.644,0.4,0,0.095,0.542,146.187,7,-2.605,1,249751,4
1453,Lil Wayne Featuring Nivea,Dope New Gospel,7cG6SxmQ24hQWnR8UThrk2,0.651,0.718,0.227,0,0.109,0.402,116.772,0,-3.924,1,207187,4
1454,Lil Baby & Gunna Featuring Drake,Never Recover,6wWaVoUOzLQJHd3bWAUpdZ,0.753,0.686,0.0677,0,0.193,0.886,132.055,1,-5.415,0,194732,4
1455,Halsey,Without Me,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,0.297,9.11e-06,0.0936,0.533,136.041,6,-7.05,1,201661,4
1456,6ix9ine Featuring Bobby Shmurda,STOOPID,1KWLyoPChJrBQFscO8NW8D,0.724,0.685,0.114,0,0.1,0.862,150.016,3,-4.068,0,143250,4
1457,Lil Baby,Close Friends,2yL4odfxftkohIJKBywKmH,0.669,0.578,0.0509,0,0.0796,0.7,158.969,10,-4.669,0,203881,4
1458,Lady Gaga,I'll Never Love Again,2fbJ5Msx8KoDKpyufH5YsU,0.406,0.359,0.685,3.67e-06,0.122,0.202,109.246,7,-6.145,1,328893,4
1459,Lady Gaga,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0.299,0,0.764,0.296,129.976,0,-5.972,1,210200,4
1460,Lil Baby & Gunna Featuring Lil Durk & NAV,Off White VLONE,6PoKfDY78ih5OveWirggRX,0.859,0.506,0.105,0,0.113,0.153,140.973,10,-8.115,0,187465,4
1461,Lil Baby & Gunna,Business Is Business,7roKDmJDOzkpfGpUQJ5EnL,0.821,0.636,0.288,0,0.104,0.4,142.008,7,-6.038,0,162268,4
1462,Lady Gaga,Is That Alright?,172e82oK9vGoBPvc6SqMm5,0.557,0.279,0.868,1.25e-05,0.0978,0.263,102.727,6,-7.757,1,191280,4
1463,Lil Baby & Gunna,Belly,1yQvL8SzbF5JCroRKk9F07,0.766,0.692,0.175,0,0.0844,0.426,120.028,1,-5.343,1,191724,4
1464,twenty one pilots,My Blood,5HeKOKc4phmLn8e4I7EkzD,0.749,0.723,0.0563,0.022,0.0977,0.674,108.999,1,-6.609,1,229120,4
1465,Bradley Cooper,Maybe It's Time,6jMbPsH6lTOLs5n8Af26AG,0.699,0.282,0.798,1.23e-06,0.0981,0.359,79.776,7,-7.65,1,159293,4
1466,Lil Baby,Deep End,16QjPRt5HYK0dnLGmGRCvf,0.658,0.535,0.257,0,0.0981,0.395,150.055,11,-8.197,1,174662,4
1467,Lil Baby & Gunna,I Am,3F57PtOdqRpD6euFYqtKXX,0.822,0.461,0.328,0,0.122,0.268,130.003,1,-6.506,1,145060,4
1468,Kodak Black Featuring Travis Scott & Offset,ZEZE,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,0.0521,0,0.0924,0.504,98.043,8,-5.788,0,228760,4
1469,Bad Bunny Featuring Drake,MIA,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,0.0141,0.000496,0.099,0.158,97.062,6,-6.349,0,210368,4
1470,Quavo Featuring Drake,Flip The Switch,1rlIrbWboTRGeKfHhgbJRZ,0.853,0.637,0.129,0,0.267,0.496,86.048,3,-5.924,0,156195,4
1471,Quavo Featuring 21 Savage,Pass Out,3edzl4zvKFi0D3iuF6cs2f,0.917,0.786,0.0403,0,0.195,0.441,143.038,11,-4.921,0,224903,4
1472,Quavo,Biggest Alley Oop,6Q36XucqrejMId3RydVhch,0.86,0.408,0.166,0,0.111,0.0548,75.481,0,-5.389,1,180960,4
1473,Quavo Featuring Travis Scott,Rerun,0JYAsQJWIuaYUvZGF1qapT,0.684,0.791,0.0939,0,0.359,0.529,153.992,5,-4.435,1,236948,4
1474,Quavo,Huncho Dreams,7pVzUPjJ83QojsVcOthmxP,0.831,0.528,0.0894,2.58e-05,0.396,0.232,153.987,2,-7.635,1,211963,4
1475,Quavo Featuring Lil Baby,Lose It,69PkhA9q3xCWU2CzoZnLAu,0.962,0.573,0.0161,0,0.109,0.728,125.035,7,-5.924,1,237655,4
1476,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),3KkXRkHbMCARz0aVfEt68P,0.76,0.479,0.556,0,0.0703,0.913,89.911,2,-5.574,1,158040,4
1477,Future & Juice WRLD,Fine China,5274I4mUMnYczyeXkGDWZN,0.656,0.542,0.0484,0,0.126,0.551,166.111,7,-7.358,1,141587,4
1478,Cardi B,Money,2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,0.00534,0,0.11,0.219,130.003,8,-6.508,0,183527,4
1479,Billie Eilish,When The Party's Over,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,0.978,3.97e-05,0.0897,0.198,82.642,4,-14.084,1,196077,4
1480,Future & Juice WRLD Featuring Young Scooter,Jet Lag,2OsDoAzo5SGq10qwmKSQBv,0.81,0.458,0.266,0,0.174,0.493,125.049,4,-7.495,0,271067,4
1481,Future & Juice WRLD,Astronauts,2vs5ubqg8QUbfyWZpMfvWe,0.732,0.586,0.0402,2.66e-06,0.121,0.73,76.48,1,-7.868,1,169920,4
1482,Khalid & Kane Brown,Saturday Nights,5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,0.606,3.02e-05,0.11,0.341,167.923,10,-8.559,1,210667,4
1483,Khalid Featuring Empress Of,Suncity,6SkHm6poyKfzV6kc9any8k,0.694,0.63,0.0998,0.000635,0.12,0.341,90.045,7,-6.84,0,189493,4
1484,Khalid,Vertigo,7stcuQtnHL7C6XdPvpwywv,0.487,0.458,0.552,0.0257,0.117,0.207,115.989,4,-7.761,0,270413,4
1485,Lil Yachty Featuring Juice WRLD,Yacht Club,5R2rsbwCDXORX2tLfprRmM,0.721,0.508,0.317,0,0.153,0.457,159.911,7,-7.496,1,166343,4
1486,Juice WRLD,Make It Back,2EhJijFUs0WUmNClDBpYJq,0.75,0.387,0.122,0,0.0993,0.739,143.019,1,-10.123,0,102560,4
1487,Dua Lipa & BLACKPINK,Kiss And Make Up,7jr3iPu4O4bTCVwLMbdU2i,0.678,0.729,0.0658,0,0.303,0.643,99.895,8,-4.188,1,189173,4
1488,Lil Yachty Featuring Playboi Carti,Get Dripped,3m2aDCqn8eT5ElXDUiboGU,0.95,0.489,0.105,0,0.411,0.919,130.021,8,-8.411,1,158769,4
1489,Dierks Bentley Featuring Brothers Osborne,Burning Man,4a1oIihVt6xSnDRpgX387M,0.609,0.807,0.00403,5.42e-06,0.0926,0.492,119.073,5,-7.221,1,238493,4
1490,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,2LskIZrCeLxRvCiGP8gxlh,0.703,0.723,0.0302,2.06e-06,0.126,0.288,104.969,9,-5.45,0,198903,4
1491,Michael Jackson,Thriller,7azo4rpSUh8nXgtonC6Pkq,0.764,0.887,0.0816,0.00011,0.847,0.72,118.427,11,-3.726,1,358053,4
1492,TakeOff,Last Memory,1fvCggAYrW0VtCljtqv4h2,0.854,0.708,0.175,0,0.241,0.172,118.032,1,-5.805,0,162133,4
1493,Tory Lanez & Rich The Kid,Talk To Me,51w9Jbat1pLeWINGCpnQUR,0.698,0.66,0.0226,0,0.0622,0.451,159.949,0,-7.883,1,248521,4
1494,Trippie Redd,Topanga,5aXgz1oKK8Q9z9xvTmSnrO,0.755,0.615,0.00587,1.75e-06,0.109,0.039,105.955,4,-8.245,1,215364,4
1495,Tyga & Nicki Minaj,Dip,4hXDobvUaXyDFLnmecoY0z,0.885,0.543,0.0311,0,0.154,0.43,99.026,2,-6.338,1,195992,4
1496,Steve Aoki Featuring BTS,Waste It On Me,66XDf77gBcfQKi4I2vIbTj,0.669,0.684,0.252,0,0.72,0.466,96.097,7,-4.595,1,192537,4
1497,P!nk,A Million Dreams,0oagwWkGlBoACUuKvTmqZV,0.312,0.499,0.272,0,0.0901,0.191,148.173,7,-6.282,1,273640,4
1498,Dean Lewis,Be Alright,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,0.697,0,0.0813,0.443,126.684,11,-6.319,1,196373,4
1499,Lil Mosey,Kamikaze,3to5UxKsozb4T6CfwHuhLJ,0.792,0.571,0.301,0,0.1,0.556,99.999,8,-7.539,0,139200,4
1500,Ariana Grande,"Thank U, Next",3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,0.229,0,0.101,0.412,106.966,1,-5.634,1,207320,4
1501,Queen,Bohemian Rhapsody,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0.288,0,0.243,0.228,143.883,0,-9.961,0,354320,4
1502,Metro Boomin Featuring 21 Savage,Don't Come Out The House,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1503,Metro Boomin Featuring 21 Savage,10 Freaky Girls,0AluA5RNsa4Cx6XRhf2hWZ,0.81,0.353,0.588,0,0.102,0.0727,88.031,6,-9.931,0,208293,4
1504,Metro Boomin Featuring Gunna,Space Cadet,1fewSx2d5KIZ04wsooEBOz,0.901,0.464,0.368,1.71e-05,0.238,0.638,109.004,5,-9.789,0,203267,4
1505,Metro Boomin Featuring Travis Scott,Overdue,6LyAwkJsHlW7RQ8S1cYAtM,0.638,0.4,0.733,0.000133,0.334,0.495,150.133,11,-11.212,0,166093,4
1506,Metro Boomin Featuring Swae Lee & Travis Scott,Dreamcatcher,22ykS8KWpd2r4zcRZ0XMK5,0.675,0.23,0.191,0,0.104,0.101,173.962,1,-10.363,0,211920,4
1507,"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",No More,42k9e2hgl98IdgkXLg4pxs,0.636,0.501,0.413,0,0.339,0.196,82.309,11,-7.26,0,265120,4
1508,Anuel AA & Romeo Santos,Ella Quiere Beber,3f5lA8nnc4YYF1qf78WpHw,0.75,0.665,0.265,0,0.0515,0.697,95.239,8,-3.083,1,219357,4
1509,Camila Cabello,Consequences,7sTtHHrD0zDpmzQzH3zegz,0.455,0.292,0.889,0,0.106,0.43,84.339,0,-6.792,1,178467,5
1510,TakeOff,Casper,1B4gJRq61xTs6r1O0Uq2iY,0.921,0.607,0.525,1.12e-06,0.123,0.753,140.071,1,-7.397,1,197079,4
1511,Metro Boomin Featuring Travis Scott & Young Thug,Up To Something,4RGacGFT2ztXhGgzeaYzIR,0.799,0.616,0.319,0,0.134,0.667,114.014,1,-8.809,1,184360,4
1512,XXXTENTACION,BAD!,03eJ2DclFWXYU8GWgANdmZ,0.8,0.526,0.334,0.00174,0.0571,0.746,129.874,8,-5.153,1,150475,4
1513,Juice WRLD,Armed And Dangerous,5wujBwqG7INdStqGd4tRMX,0.736,0.67,0.186,0,0.114,0.845,130.032,10,-6.702,1,169999,4
1514,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,0.825,0.572,0.0079,0,0.113,0.568,141.991,6,-6.067,0,175954,4
1515,Trippie Redd,Love Scars 3,0AcicReEGm1qcENjqzh1Tg,0.544,0.524,0.136,0,0.106,0.117,81.982,8,-7.914,1,129429,4
1516,Imagine Dragons,Bad Liar,2RSHsoi04658QL5xgQVov3,0.383,0.637,0.0722,0,0.368,0.0827,177.913,3,-6.993,1,260773,4
1517,Trippie Redd Featuring Kodie Shane,Negative Energy,0ZPCxNK4DIrF8KqrN3DxfA,0.659,0.672,0.413,0,0.125,0.452,139.868,9,-7.442,1,178286,4
1518,Thomas Rhett,Sixteen,3pJkBPHadRAxBBo484RipI,0.705,0.531,0.0135,2.11e-06,0.165,0.425,107.013,1,-7.031,1,178333,4
1519,Dustin Lynch,Good Girl,3NgcaTIgVh77DdwAInp996,0.711,0.696,0.16,0,0.17,0.694,80.512,7,-5.05,1,189533,4
1520,Kip Moore,Last Shot,6viHvc13l9A6Ua6xugpeX6,0.487,0.859,0.00204,0,0.322,0.377,148.037,4,-4.403,1,228480,4
1521,Chris Stapleton,Millionaire,68JS5SFTnW5Yv9Vzw81Jf0,0.616,0.474,0.192,0.00762,0.0989,0.493,142.689,10,-9.608,1,210133,4
1522,Trippie Redd,Toxic Waste,1SxagO9GK0UUeEYLmH8Pln,0.728,0.517,0.0555,1.95e-06,0.107,0.379,111.974,8,-11.404,1,173129,4
1523,Kodak Black,Take One,1XJBDDpeuZaj5fvmwhdIMw,0.66,0.615,0.114,0,0.315,0.501,174.034,1,-7.2,1,165517,4
1524,City Girls Featuring Cardi B,Twerk,2Ty7EDf9XLYzEUqEIwJfDC,0.895,0.469,0.0012,4.56e-05,0.192,0.076,126.917,1,-5.882,1,138542,4
1525,Billie Eilish,Ocean Eyes,7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,0.816,0.0317,0.084,0.169,144.892,4,-7.65,0,200379,4
1526,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1527,Jason Aldean,Girl Like You,7K0lR5Ngf5jkOWt1g6ut6l,0.543,0.88,0.035,0.000227,0.304,0.483,144.057,3,-4.204,0,193067,4
1528,AJR,Burn The House Down,0TkJIyL69RAUIbNwGub6uR,0.454,0.66,0.0364,0,0.181,0.568,184.353,0,-4.357,1,212374,4
1529,6ix9ine Featuring Nicki Minaj & Kanye West,MAMA,5FlmoOiXokZHJvESrFbsyg,0.761,0.672,0.0893,9.77e-06,0.14,0.437,160.077,1,-5.887,1,192405,3
1530,6ix9ine Featuring Tory Lanez,KIKA,6VRwEqn7BvsN0dChfDrMAf,0.745,0.715,0.128,0,0.182,0.342,94.513,1,-3.368,0,136032,4
1531,6ix9ine Featuring Lil Baby,TIC TOC,2UbGTULrgk641ZzV4vWfXK,0.82,0.691,0.0115,0,0.344,0.683,142.027,6,-6.646,0,135739,4
1532,Billie Eilish,Come Out And Play,7wC5eZcFS1Q1BsQ35DU6H4,0.64,0.321,0.693,0.0307,0.114,0.177,145.045,0,-14.604,1,210376,4
1533,6ix9ine Featuring A Boogie Wit da Hoodie,WAKA,057sdYirt745dVbe48m7Hl,0.772,0.812,0.0834,0,0.115,0.655,97.407,0,-3.995,0,128769,4
1534,Jacquees,You,01jIO8SJFnpSiNLH1JaBZ5,0.735,0.453,0.413,0,0.104,0.335,115.002,8,-8.264,0,217387,4
1535,Meek Mill Featuring Drake,Going Bad,2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,0.259,0,0.252,0.544,86.003,4,-6.365,0,180522,4
1536,Meek Mill Featuring Rick Ross & JAY-Z,What's Free,4iQ5gmTAzWfK8JyFC2LBox,0.511,0.718,0.000322,0,0.111,0.267,166.42,11,-6.293,0,362839,4
1537,Meek Mill Featuring Cardi B,On Me,0hy1SOTEn9ifXTzOwnCwEr,0.589,0.658,0.0242,0,0.118,0.251,77.521,11,-5.288,0,223973,4
1538,Gene Autry,Rudolph The Red-Nosed Reindeer,1dtIaSlyrLI04sqYa8nLyN,0.629,0.159,0.883,0,0.222,0.642,142.157,8,-14.056,1,186733,4
1539,Meek Mill Featuring Fabolous & Anuel AA,Uptown Vibes,2tnlNVAhuQGgoFJxALVeXx,0.655,0.835,0.0459,0,0.409,0.165,91.035,1,-3.451,1,190412,4
1540,Dean Martin,"Let It Snow, Let It Snow, Let It Snow",2uFaJJtFpPDc5Pa95XzTvg,0.451,0.24,0.912,2.45e-06,0.175,0.701,134.009,1,-14.014,1,117147,4
1541,Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,0.964,0.487,0.00127,6.57e-06,0.115,0.107,127.05,10,-6.071,0,154024,4
1542,Meek Mill Featuring Ella Mai,24/7,6irE4Fbjbry3czv7mTxVSB,0.657,0.711,0.0135,0,0.221,0.368,86.957,0,-5.355,1,221522,4
1543,Meek Mill,Intro,3EQ9QP2E7wjYQba8OSPBst,0.678,0.76,0.0557,0,0.359,0.24,96.044,1,-5.546,1,213402,4
1544,Meek Mill,Respect The Game,6pUBrvKfJL4qmn95mxU7rC,0.603,0.67,0.0871,0,0.326,0.159,89.842,2,-4.809,1,192099,4
1545,Nicki Minaj Featuring Lil Wayne,Good Form,19Fcrc0nJiwMKom00gS9SW,0.88,0.775,0.113,0.00264,0.0943,0.284,96.503,7,-5.133,1,199400,4
1546,Meek Mill,Trauma,45CCe4gu08OYG1I4MH8TU6,0.682,0.639,0.0284,0,0.197,0.183,89.09,8,-4.406,1,238203,4
